gene, B cells_naive, Monocytes_CD14+, Monocytes_CD16+, NK cells, T cells_CD4+_memory TREG, T cells_CD4+_naive, T cells_CD4+_naive_stimulated, T cells_CD4+_naive TREG, T cells_CD4+_TFH, T cells_CD4+_Th1_17, T cells_CD4+_Th17, T cells_CD4+_Th1, T cells_CD4+_Th2, T cells_CD8+_naive, T cells_CD8+_naive_stimulated
THEM4,,,,-3.113999792,-2.810600794,-1.528200681,,-2.363664485,-1.848173535,-2.810479472,-2.661473699,-2.526999377,-2.641804949,-2.075272674,
THEMIS,,,,,,,,,,,,,-2.133692132,,
THEMIS2,2.119517406,,,,,,,,,,,,,,
THOC1,1.670987136,,,,,1.46054073,,1.993376761,1.682168742,2.245071715,1.744266793,2.370596482,1.774799442,1.622348789,
THOC2,1.008359929,,,,,0.713270005,,,,,,,,0.862905822,
THOC3,-1.932761033,,,,,-2.550259699,,-3.468882639,-1.926250223,-2.361101197,-3.285757464,,-3.125428988,-2.91876873,
THOC7,-1.228402512,-0.857232766,-1.086424619,-1.114826086,,-0.666663725,,,,-1.905111019,,,-1.851869962,-0.817743964,
THRAP3,,,,,,,,,1.046038395,,-1.38968369,,,,
THUMPD1,0.831548503,,,,,,,1.565493402,,,,,,,
THUMPD2,2.042061852,1.418297079,2.03024348,,2.754288511,1.909380242,,,2.206793499,,,,,1.342099997,
THUMPD3,,,,,,1.155525871,,,,,,,,,
THUMPD3-AS1,,,,,,,,,,1.25357053,,1.396322726,,1.050527287,
THYN1,,,-2.254824937,,,-1.80208802,,,,-2.943883701,,,,-1.694704782,
TIA1,,-1.829508498,,,,,,,,,,,,,
TIAM1,,,,,,,,,,2.981338609,2.597472108,2.819210407,,3.431338539,
TIAM2,,,,-2.74101836,,,,,,,,,,,
TICAM1,,2.489356904,2.515474294,,,,,,,,,,,,
TICAM2,,-1.337810872,,,,,,,,,,,,,
TIFA,,,,,,,,2.280514258,,,,3.341009934,,,
TIGAR,1.874255881,,,,,,-1.898308056,,,2.705143008,,2.869748499,,,
TIGIT,,,,,,,,-2.671002758,-1.403892527,,,,,,
TIMM10,-1.703782804,,-2.080789002,,,-1.776022287,,-2.406239631,,,,,,-1.524327523,
TIMM13,-1.493127158,-0.973255092,-1.72735371,-0.737854251,,,,,,,,,,,
TIMM17A,1.426829072,0.976792762,,,,1.449659925,,,1.700294044,1.773109537,,1.867364218,1.532021124,1.541391184,
TIMM17B,,-1.634988057,-1.405046328,,,,,,,,,,,,
TIMM23,2.120933922,,,1.486897723,,1.919156012,,3.278759025,,2.631339641,,2.653892274,1.975696042,2.336437064,
TIMM44,2.480500269,,,1.642198347,,,,,2.073958269,,,,,,
TIMM8B,-2.348343842,-1.841987935,-1.855677363,,,-1.519517793,-3.11790418,,,-3.248831951,,,,-1.162107063,
TIMMDC1,,,-2.215978387,,,,,,,,,,,,
TIMP1,,,,,,,,,,-1.996078173,-2.679504076,-1.722055882,,-2.044362942,
TINF2,,,-1.378032039,,,,,,,,,,,,
TIPARP,,,,2.0126865,,,,,2.002095851,,1.78086828,2.150998028,,3.008402753,
TIPRL,0.805960791,-1.136412113,-1.292397923,,,0.999283373,,,1.19284302,,,,,1.110698011,
TJP2,,,-2.018763991,,,,,,,,,,,,
TK2,,-1.287308849,,,,,,,,,,,,,
TKT,,,-1.364552079,,,,1.392953956,,,,,,-1.930240576,0.729644302,
TLE1,,3.201844878,3.708522563,,,,,,,,,,,,
TLE3,,2.389067492,2.265648647,,,,,,,,,,,,
TLE4,,,,,,1.404257837,,1.682277287,1.373563657,1.690246819,,1.639030355,,1.645675931,
TLE5,,,,-0.897236032,-2.365249133,,,,,,,,,-0.83366707,
TLK2,2.020786712,,,,3.173385534,2.043463217,1.176435238,2.281048523,2.120227522,2.341034177,2.445328458,2.475438521,2.179313133,2.18550273,
TLN1,,,,,-2.24043667,,,-1.507096593,1.17405662,,-3.37072933,-2.096899573,-1.928826312,,
TLNRD1,,-0.752512721,,,,,,,,,,,,,
TLR1,1.948442364,,-1.659111155,,,,,,,,,,,,
TLR4,,,-1.661221116,,,,,,,,,,,,
TLR5,,-3.19522544,,,,,,,,,,,,,
TLR6,,-2.056178899,,,,,,,,,,,,,
TLR8,,,-2.081122081,,,,,,,,,,,,
TM2D1,-0.872324452,-0.672931545,,-1.209063866,,,,,,,,,,,
TM2D2,,-3.957248636,,,,,,,,,,,,,
TM2D3,,,,,,0.828902274,,,0.915279536,,,,,,
TM4SF19,,-5.667111991,,,,,,,,,,,,,
TM7SF3,,-2.149733283,,,,,,,,,,,,,
TM9SF2,1.030577605,,-2.272802814,,,1.135813535,,1.653005921,1.48131637,1.448393563,,,,1.516121662,
TM9SF3,1.477722758,,,1.507347013,1.655485792,1.616017928,1.950665925,2.098454389,1.574373904,1.932655937,1.692362198,1.698621529,1.56398258,1.685621873,
TM9SF4,1.460521496,,,,,1.930467991,,,,,,,,1.565763712,
TMA16,-2.284064589,,-2.371516816,,,,,,,,,,,,
TMA7,,,,,,,-2.357040524,,,,-1.38707809,,-1.117245704,,
TMBIM1,,0.797306303,,1.326569441,,,,,,2.515561483,,,,,
TMBIM4,-0.960185465,-1.242521668,-1.920165536,-1.428981916,-4.043769954,-1.116162375,,-1.504959145,-1.454375145,-2.116538967,-2.338515406,-1.721826435,-2.080159944,-1.366214192,
TMBIM6,,,-1.053762574,-1.174641359,-1.329332482,-0.772656678,-1.79246515,-1.084552619,-0.961572921,-1.192300914,-1.541838806,-0.914104674,-1.014049209,-0.809690831,
TMC6,,,,-0.774963384,,,,,,,,2.381531701,,-0.882619435,
TMC8,1.098775546,,,,,,,,,2.086912939,,2.048284448,,,
TMCC1,,,,-1.265805243,,,,3.804680734,,,,,,2.772474714,
TMCC3,,,2.535742369,,,,,,,,,,,,
TMCO1,-1.263483468,-1.307712526,-1.267401052,-0.949820878,-3.918082573,-0.557295782,-3.029410485,,,-1.795562986,,,-1.881431591,-0.945162946,
TMCO3,,0.902016203,,,,,,,,,,,,,
TMED1,,,-1.984168073,,,,,,,,,,,,
TMED10,-1.029049402,,-3.13410568,,,,,,,-2.264886777,,,,,
TMED2,,-0.793059181,-1.309820814,-0.834004569,,,,,,-1.771738679,,,,,
TMED5,0.870636113,0.939998747,,,,,,,,,,,,,
TMED9,,-1.532385685,-1.994671833,-1.036805041,,-1.035835634,,,,-2.125169344,,,-3.007330876,,
TMEM106A,,-3.779908218,,,,,,,,,,,,,
TMEM106B,,,,-2.78425599,,-1.050627894,,,,-2.647392689,,,-2.372941907,-1.244811818,
TMEM107,,,-2.479026278,,,,,2.579095055,2.188904992,,,2.897212722,,,
TMEM117,,,,-2.596674584,,,,,,3.946886862,,,,,
TMEM123,,,,,-2.78154516,,,-0.967991401,,,,,,0.604339902,
TMEM126A,,,,,,0.829144995,,,,,,,,1.009763135,
TMEM126B,,,-1.351844065,-1.148752628,,,,,,,,,,-1.22354347,
TMEM127,,0.754370114,,,,,,,,,,,,,
TMEM131,,,,,2.418381524,,,2.645513299,1.97832823,2.006244958,2.017841616,2.262534525,,,
TMEM131L,,,,,3.036489611,2.165392916,1.597819397,2.764785908,2.348746593,3.098851198,2.718877043,2.998293043,2.643765217,2.458224823,
TMEM134,-1.387797119,,-1.928242137,-1.93030801,,-1.095864931,,,,-2.298819482,,,,-2.13416805,
TMEM138,,-2.9444166,,,,,,,,,,,,,
TMEM141,,,-1.992298804,,,,,,,,,,,,
TMEM147,-1.515748137,-1.128204953,-2.432259842,,,,,,,,,,,,
TMEM14B,-0.987028247,-0.974212804,-1.249305626,-1.318987302,-1.85749188,-0.866422922,,-1.12474951,,-1.505883322,,-1.587767139,-1.424785685,-0.716248668,
TMEM14C,-2.067308821,-1.318441053,-1.828212832,,,-1.567536829,,-2.227587986,-1.162945824,-2.662038422,-2.584976883,,-2.610784745,-1.313762203,
TMEM154,,,,,,,,,,,,,-1.964070505,,
TMEM156,,,,1.33939218,2.696816021,2.487166183,3.38127983,2.973041215,1.99521618,1.962299214,2.279839489,2.446607672,2.630871106,2.425343495,
TMEM160,-1.676622128,-1.045713913,-1.147660821,-1.27469868,-3.596506524,-1.172187178,,-1.631826259,,-3.182055462,-2.263186791,,-2.401355312,-1.406011779,
TMEM161B,,,,,,1.224962351,,,1.464955682,,,,,1.397077207,
TMEM161B-AS1,-1.792949004,,,-2.27811875,,-1.493213312,,,-1.843230923,,,,,-1.885819769,
TMEM165,,,,-0.647802711,,,,,,,-2.964832885,,-2.00850441,,
TMEM167A,,,-1.455759849,,,0.572114797,,,,,,,,,
TMEM167B,,,,,,1.674070721,,,1.475026884,,,,,,
TMEM170A,,1.027058425,,0.755976469,,,,,,,,,,,
TMEM173,,,,-2.298501924,,-1.365526262,,,,-2.376581227,-2.54388206,,-1.966886569,-2.583106098,
TMEM178B,,,,,,,,,,,,,3.92655745,,
TMEM179B,-1.389417713,-1.386560087,-1.92963571,-1.020280193,,,,,,,,,-1.987615368,-0.936396734,
TMEM18,,,-1.961398586,,,,,,,,,,,,
TMEM181,,1.294019264,,,,,,,2.179908662,1.954899639,,1.893258968,2.158569087,,
TMEM183A,,,,,,0.812940191,,,,,,,,0.969837866,
TMEM184B,,,,,,2.571227393,,,3.373642043,3.219904361,2.741075848,,2.087431498,,
TMEM189,,,1.626001115,,,,,,,,,,,,
TMEM203,,,-2.205021878,,,,,,,,,,,,
TMEM204,,,,,,,,-3.258056799,-1.673617421,,,-2.792883768,-2.936994716,,
TMEM205,,-1.220911237,-3.242662765,,,,,,,,,,,,
TMEM208,-2.003465321,-2.056508201,-2.155755347,-0.855047539,,,,,,,,,,,
TMEM219,-1.252903005,,,-0.952911888,-4.095860502,-1.043263314,,-1.607660759,,-2.043922858,,,-2.048041476,-1.132629384,
TMEM230,-1.100119539,-0.672268723,-1.339985528,-0.998212865,,-1.101969782,,-0.996235206,,-2.070903873,-2.383839609,,-2.142288949,-1.305648334,
TMEM238,,,,,,,,-2.057426455,,-3.34052175,-3.347391999,,-2.507404878,,
TMEM242,,,,0.595773432,,1.186483349,,,,,,,,,
TMEM243,,,-2.466438619,0.994748498,-3.251370706,0.721750529,,0.973611391,,,-2.875805288,,-1.399660128,0.840477576,
TMEM245,,,-2.204139026,-1.919768912,,,,,,,,,,,
TMEM248,,,,,,0.70677518,,,,,,,,,
TMEM250,,,-4.435088085,,,,,,,,,,,,
TMEM256,,-1.218398368,-2.476656158,-1.107256261,,-1.141123372,,-1.668064614,,-1.587139286,,,-2.707684419,-1.201425285,
TMEM258,,,-1.46393156,,-3.782857334,-0.918786961,-2.873316161,-1.470197253,-1.439545707,,-2.258286483,,-1.760167304,-0.95632412,
TMEM259,,-0.819995734,,,,,,,1.792009708,,,,,,
TMEM263,,,,1.216280346,,,,,,,,,,0.938631329,
TMEM266,,-5.471762646,,,,,,,,,,,,,
TMEM267,-0.903088364,,,,,1.730133918,,3.188978003,2.070919933,,,,,,
TMEM30A,,-0.911994069,-1.757996303,,,,,,,,,,,,
TMEM35B,,,-2.65286193,-3.546251565,-4.092437671,-2.907774881,,-3.309489229,-2.984690037,-3.751043598,-3.598182427,-2.768243868,-4.016589951,-2.855698314,
TMEM38B,,,,,,1.568260336,,,,,,,,,
TMEM39A,,1.294183432,,,3.4640412,,,,,2.782470856,,,2.304602707,,
TMEM40,,-4.723928432,,,,,,,,,,,,,
TMEM41B,1.597032291,,,,,1.30949981,,1.779456674,1.575370157,2.315428707,,2.068159822,,1.410484928,
TMEM50A,,,-1.340619504,,-1.776107108,0.834699902,,,,-1.026467557,,,-1.562713199,1.077358799,
TMEM50B,,,-2.214803281,,,,,,,,,,,-1.685523924,
TMEM59,-0.977562141,,-1.192318242,-0.756085227,-1.681902547,-0.578023645,,,,-1.063111148,-1.285866393,,-1.210878287,,
TMEM62,,,,,3.578279792,,,,,,,3.918844492,,,
TMEM63B,3.983413518,0.859064014,,3.470336189,,3.197562655,,,3.367347,3.284127909,3.521423949,3.341221943,3.387535677,3.560173573,
TMEM65,,,2.143703015,,3.006535222,,,,1.855495321,,1.978719441,,2.14360514,,
TMEM67,4.505965508,,,,,,,,,,,,,,
TMEM71,,,,,,,,,,-1.753269002,,,,,
TMEM80,,,-2.425555325,,,,,,,,,,,,
TMEM87A,,,,,,,,1.841213251,1.725410749,2.152603111,1.830739632,2.201343067,,,
TMEM87B,,,-1.398936015,,,,,,,,,,,,
TMEM9B,,0.447233282,-1.904856904,,,,,,,,,,,,
TMF1,0.8157178,,,0.957532393,,,,,1.124399051,,,,,0.993427002,
TMIGD2,,,,,,,,,1.656804077,,,,,,
TMOD1,,,,,,,,,,,,,4.977293669,,
TMOD2,,-2.51402426,,,,,,,,,,,,,
TMOD3,,,,,-2.499045521,1.052840156,,,0.975250625,,,,,1.174636671,
TMPO,-1.008811551,,,-1.060550205,-2.156342487,-0.838626969,,-1.008877396,-1.018216234,-1.395892892,-2.488161115,,-1.788442493,-0.983832072,
TMSB10,,,,,,,-3.146126713,,,,,,,,
TMSB4X,,,,,,-1.174434601,-2.935601666,-1.110897244,,,,,-1.447049057,-1.195640999,
TMTC1,,,-4.0300673,,,,,,,,,,,,
TMTC2,,,-2.971987603,,,,,,,,,,,,
TMX1,,-1.103637142,-1.628179299,,,,,,,,,,,,
TMX2,1.632009643,,,1.500849521,,1.225146227,,,,,,,,1.453662376,
TMX4,,,,,,,,,,,,,-1.799068009,,
TNF,5.462960013,,2.822806853,4.537116491,,,,,,3.611929465,3.251104752,4.520843921,,,
TNFAIP1,,-5.278278236,,,,,,,,,,,,,
TNFAIP3,3.413698026,,3.169943252,3.127419409,3.023468169,,2.982358782,3.312106348,3.24998145,3.227976803,,3.217595301,3.514267329,3.853167299,
TNFAIP8,,-1.233778518,-2.283029589,,-3.01980849,,2.256508695,1.232511379,,,,-1.00493759,,,
TNFAIP8L2,,-3.679901325,-3.939679424,,,,,,,,,,,,
TNFRSF10D,,3.225260778,,,,3.583941564,,,,,,,,,
TNFRSF11A,,-6.40199964,,,,,,,,,,,,,
TNFRSF14,,,,-0.96686132,,,,-2.03788545,,,,,,-1.157026486,
TNFRSF18,,,,,,,,,,,,,3.108485412,,
TNFRSF1A,,,-1.805824301,,,,,,,,,,,,
TNFRSF1B,,,,,,,,,1.356727332,,,-1.267280775,,,
TNFRSF21,5.239546456,,5.891300331,,,,,,,,,,,,
TNFRSF25,,,,-2.95808345,,,,,,-1.296871489,,,,,
TNFRSF4,,,,,,,,,2.732242853,,,,,,
TNFRSF8,,,-1.959899369,,,,,,,,,,,,
TNFRSF9,,,,,,,,5.686159823,,,,,,,
TNFSF10,,,,-1.944327462,-3.408652231,-1.852125895,,,,-2.397682817,-2.730585593,,-2.255179565,,
TNFSF12,,-1.493211827,,,,,,,,,,,,,
TNFSF13,,,-1.52204376,,,,,,,,,,,,
TNFSF13B,,,-1.90080575,,,-3.391804109,,-4.425960103,,-4.321112571,-3.118762676,,,,
TNFSF14,,,,1.645796462,,,,,,,,,,,
TNFSF4,,-4.748983187,,,,,,,,,,,,,
TNFSF8,,,,,,,,2.425163333,1.702101544,,,,,,
TNIK,,-4.665193042,,,,,,,,,,,,,
TNIP1,,,1.404423353,,,1.461461457,,1.887585974,1.437814904,1.541808263,1.473853195,1.705850379,,1.750980073,
TNIP2,,,,,,,,,1.043061137,,,,,,
TNIP3,,-6.960955368,,,,,,,,,,,,,
TNK2,,,-3.21906818,,,,,,,,,,,,
TNKS,,,,,3.202584005,,,3.197075783,2.556690067,2.943336183,,2.78729987,,,
TNKS2,,,,,,1.625814134,,2.271558922,1.863118661,2.103812321,2.044928457,2.193030434,2.163548215,1.784450546,
TNNC2,,-4.051867225,,,,,,,,,,,,,
TNPO1,,,,,,,,,1.457398819,,,1.962313868,,,
TNPO3,,,,,,,,,2.109467917,1.940220159,,2.403515517,2.073048639,2.022389092,
TNRC18,,,-1.601949127,,,,,,,,,,,,
TNRC6A,1.714538014,,,,,,,1.907466053,1.724326782,2.023669587,2.298870431,2.108350932,1.918933936,,
TNRC6B,,,,,,1.629595188,,1.903832289,1.734244491,,,,,2.008875797,
TNRC6C,,,,,,,,,1.489974791,1.995308536,,1.832485589,,,
TNS1,,5.91644189,,,,,,,,,,,,,
TNS3,2.344958174,,,,,,,,,,,,,,
TOB1,,,,1.396025286,,1.756475304,,,2.088256264,,-2.72950068,2.027995649,2.26491117,2.291290299,
TOE1,,,,,,,,,2.388291233,,,,,,
TOGARAM1,1.762941521,,,,,,,,,,,,,,
TOM1,1.978908453,,,2.038624833,,2.413042416,,2.917254461,2.36737219,2.847362819,2.500216777,3.324908787,2.328736338,,
TOMM20,,-0.711156851,-1.673030415,,-2.90287797,,,-1.030234823,-2.157690062,-1.736515917,,,-2.03223591,,
TOMM22,,-1.3803423,-1.425594913,,,,,,1.165086747,-2.996840032,,,,,
TOMM40,,,-3.372177726,,,,,,,,,,,,
TOMM5,,,-1.148049427,,-3.623963757,,,,,-1.90840482,,,-2.342927599,-0.865350485,
TOMM6,-1.025292117,-0.942302269,-1.490110317,-1.241264687,-3.015770008,-0.812127861,-2.785688459,-1.242321726,-1.298343911,-1.549623221,-2.155789482,-1.133561774,-1.727544058,-0.82692621,
TOMM7,,,,,-2.209765907,,-2.409895006,-1.176318405,,,,,-1.116006649,-1.054895507,
TOP1,1.176997255,,,,2.176217161,0.973306039,,1.763686797,1.386462121,1.940803307,2.035488372,1.535325206,1.917921053,1.264942549,
TOP2A,,,,,5.50855459,,,,,,,,,,
TOP2B,1.101707267,,,,,,,,,,,,,,
TOP3A,,-1.30536299,,,,,,,,,,,,,
TOPBP1,1.261725179,,,1.034186392,,1.24068386,,,1.440029644,,,,,1.523538995,
TOPORS,1.044402234,,,1.266628924,,1.193865174,,,1.483702724,,,,,1.559601596,
TOR1A,,,-2.89246867,,,,,,,,,,,,
TOR1AIP1,1.276376495,,,1.226488782,,1.284430117,,1.698141915,1.679151455,1.693371491,1.565740285,,1.879702512,1.483009828,
TOR1AIP2,,,,,,1.114443564,,,1.373544915,,,,1.447478327,1.479549964,
TOR2A,,,-2.327260434,,,,,,,,,,,,
TOR3A,2.010722855,,,,,,,,,,,,,,
TOX,,,,,,,,4.392730041,,5.506868112,4.249067675,,4.045642466,,
TOX2,,,,,3.8387228,,,2.490995355,4.922772041,,,,,,
TOX4,,,,0.708829848,,0.902818586,,,0.87507847,,,,,0.886051877,
TP53,,,-1.881362575,,,,,,,,,,,,
TP53BP1,1.815030559,,,2.094379173,,1.734167001,,,2.293567233,2.488383695,,2.788440663,,1.968776436,
TP53BP2,2.523253722,,1.900014631,2.133045849,2.798942727,2.326759616,2.140938446,3.080001353,2.350972533,2.463833102,2.377805697,2.401983338,2.840814238,2.654009504,
TP53INP1,,,,,2.354998974,3.633536325,2.837686322,2.837332454,2.022840183,2.941556184,1.872718929,,2.126887848,,
TPD52,,,,1.417712339,,1.523658853,,,,,,2.173319325,,,
TPGS1,,-0.828937136,-1.780851993,,,,,,,,,,,,
TPGS2,,,-1.660067394,,,,,,,,,,,,
TPI1,-1.767772342,-0.88827667,-1.329039577,,-3.703657971,-1.477411528,-3.239857383,-1.843930569,-2.332062897,-2.040758956,-3.056489081,,-2.061572735,-1.554987325,
TPK1,,,,,,,,,2.731393988,-2.570730838,,,,,
TPM1,,-4.02768275,,,,,,,,,,,,,
TPM3,,,,,,,,,,,-2.426408117,,,,
TPMT,,-0.879403776,-2.492287156,,,,,,,,,,,,
TPP1,,,-1.328353031,,,,,,,,,,,,
TPP2,1.47989327,,,,,,,1.980341777,1.510220972,1.861596044,,1.6416536,1.661069807,1.620767717,
TPPP3,,,-1.990579916,,,,,,,,,,,,
TPR,,,-1.295228552,,-2.682646516,-0.504631552,-1.827830994,,-1.909289952,-1.474202542,,,-1.771601322,,
TPRG1,,,,,,,,,,,,-2.864870196,,,
TPRKB,,-0.966839069,-1.964090394,,,,,,,,,,-2.657316762,,
TPST1,,4.587092339,,4.70545717,,,,,,,5.76080022,,,,
TPT1,,,,,-1.47877611,,,-0.649718205,,,-1.194727134,-0.775747112,-0.900435766,,
TRA2A,,1.675950427,,,,1.375529443,1.512566553,1.717037021,1.657935953,1.684246699,1.833670783,1.622977448,1.66733527,1.579349728,
TRA2B,,,,,,1.207378844,,1.730922391,1.510831373,1.64109365,,1.771671214,,1.422996544,
TRABD,1.076811595,,,-0.905409365,,,,,-1.033908737,,,,-1.927411572,,
TRABD2A,,,,,,,,-2.746828225,,,-3.574784259,,,,
TRAC,,-5.554791189,-5.956297939,,-2.636937798,-1.458806684,,-1.778322029,-1.772258519,-1.915135955,-1.887577767,-1.633984464,-1.815734783,-1.586757999,
TRADD,-1.933136534,,-3.043796204,-1.47038244,-4.891424666,,,,,,-2.769394629,-2.265537205,,,
TRAF1,,,,3.653978664,,2.464930111,5.181615013,3.095737523,2.524146105,3.47803218,3.128675522,2.449132946,,2.686092902,
TRAF3,,,,,3.88486333,2.685546946,2.514274024,3.30648609,3.015829434,,3.449251038,3.291528959,3.203156805,3.104684752,
TRAF3IP2-AS1,2.469889958,,,,,,,,,,,,,,
TRAF3IP3,,,-1.596776269,,-2.414331161,-1.575530602,,-1.695160112,-2.151421699,-2.40848013,-2.388343691,-1.779274559,-2.217977936,-1.775584232,
TRAF4,2.29458562,,,,,,,,,3.377190493,4.303106202,,,4.287364024,
TRAF6,,1.34401143,,,,,,,,,,,,,
TRAFD1,,-1.983384673,,,,,,,,,,,,,
TRAK1,,,,,3.458996791,,,,,3.200306451,4.008531891,,2.273051015,,
TRAK2,,,,,,1.827132092,,2.660356253,2.05056368,,,,,,
TRAM1,-0.789738954,,-3.127477631,-0.778032992,-2.626582081,-0.501525558,,,,,,,,,
TRANK1,,-1.963966117,-2.782094354,,,,,,,,,,,,
TRAPPC1,-1.925739687,,-1.674563544,-1.585705367,-3.271462663,-1.529362904,,-1.938182053,-0.851000382,-2.095872786,-3.123679023,-1.431317636,-2.207079061,-1.470385468,
TRAPPC10,1.612933825,,,,1.731591942,1.182668119,,1.876455244,1.68838282,2.097192355,1.623076232,1.954664252,1.665931357,1.436652109,
TRAPPC12,,,-1.843075625,,,,,,,,,,,,
TRAPPC2L,-1.670972286,-1.072733816,-2.209195462,-1.204918371,,-1.319924761,,,,,,,,-1.075680492,
TRAPPC3,,-1.518811723,-1.918139705,,,,,,,,,,,,
TRAPPC4,,,-2.271564147,,,0.937728157,,,,,,,,,
TRAPPC5,-0.998209659,,-0.976630501,-1.051556506,,-0.935543404,,-1.19040095,,-1.471752702,,-1.534771815,-1.375597194,-0.88351957,
TRAPPC6A,,-2.135667736,-3.21456646,,,,,-1.817453634,,,,,,-1.227400783,
TRAPPC8,,,-1.879526163,,,,,,,,,,,,
TRAPPC9,,,,,,,,,3.678718473,3.521263011,3.317412028,,,,
TRAT1,,,,,,,,,,-1.234343387,,,-1.965858029,0.874545342,
TRBC1,,,-5.981768722,,-4.758759512,-1.18900624,-2.894705757,-1.54684137,-2.524702093,-2.366893584,-3.424723582,-1.704579685,-2.521440071,-1.365957054,
TRBC2,-1.261578677,-4.145446955,,-1.555533996,-4.46376243,-1.019422665,-3.355707365,-1.322131106,-1.373367491,-1.546992013,-2.313577864,-1.62109523,-1.604150698,-1.378552334,
TRDC,,,,,,,,,,3.213205887,,3.600262355,,,
TRDMT1,,,,,,1.320366005,,,,,,,,,
TREML1,,-4.443674488,6.415278884,,,,,,,,,,,,
TRERF1,,,,,,,,,,,,,-2.530313797,,
TRG-AS1,,,,-1.930528985,,-1.918345831,,,-1.859095902,-2.778859657,-2.781730421,,-2.336077615,-1.600401899,
TRGC1,,,,-1.669703944,,,,,,,,,,,
TRIAP1,,,,,,0.971476758,,,,,,,,1.096049427,
TRIB2,,,,,,1.195585206,,,1.095728358,,,,,,
TRIM13,,-1.168430165,,-1.700884658,,,,,,,,,,,
TRIM14,,,-1.405417233,,,,,,,,,,,,
TRIM22,-0.930524846,,-1.629117992,,-3.263339064,,-2.068199746,-1.594332023,-1.652434575,-1.877201739,-2.648417757,-1.322607964,-2.682352584,-1.16663769,
TRIM24,,-1.461258499,,-1.524242007,,,,,,,,,,,
TRIM26,1.69265418,,,,,,,,,2.591687637,,2.805887821,,2.228489024,
TRIM27,,-2.205219289,-1.890836677,,,,,,,,,,,,
TRIM28,-0.769840236,-1.066329316,-1.459006979,,,,,,,,,,,,
TRIM33,,,,,2.439599635,1.475834235,,2.091783336,1.741476673,1.835258814,,1.742048926,1.882878111,1.707928405,
TRIM38,-0.833861422,,,,,,,,,,,,-1.44313339,,
TRIM39,2.440640345,,,,,,,,,,,,,,
TRIM4,,,,,,-1.095044826,,,,,,,,,
TRIM44,,,,,,,,-1.52002639,,,,,,-0.977383923,
TRIM5,,,,-2.455367363,,,,,,,,,,,
TRIM52-AS1,,,,,,,,,,,,,,1.975416579,
TRIM56,,,-1.156015037,,,-0.752652118,,,,-1.689009541,,,,-0.842389895,
TRIM58,,-3.398718537,3.485132317,,7.767674515,,,7.53987497,8.615265782,9.044073195,8.241807887,,9.117468329,,
TRIM59,,,,,,,,,1.481121235,,,,,,
TRIM73,-2.640062808,,,-3.188464876,,-2.148062826,,-2.556933084,,,,,-3.183339931,-2.213464125,
TRIM8,,,-1.22633287,,,2.045438868,,2.943373413,2.211684434,,,,2.45764336,,
TRIO,,,,3.000816391,,,,5.231985565,,,,,,,
TRIOBP,,,-3.112059614,,,,,,,,,,,,
TRIP10,,-6.916873312,,,,,,,,,,,,,
TRIP11,,-1.711319386,-1.705614588,,,-1.219891557,,,,,,,-2.095986531,,
TRIP12,,,,,2.309668471,1.273291478,,,1.558690726,,1.513576418,1.590204557,,1.455697814,
TRIQK,,-1.084484839,-2.61403866,,,,,,,,,,,,
TRIR,-0.664515567,,-1.494296224,-0.709910442,-2.333218242,-0.65285144,,-0.975342891,-1.6787865,-1.14250072,-2.918728339,-0.942383514,-1.31954365,-0.558898442,
TRMO,1.699544447,,,,,2.012169754,,,,,,,,,
TRMT1,,-1.678581311,,,,,,,,,,,,,
TRMT10B,,,,,,,,,,,,,,-1.355804223,
TRMT10C,0.865891555,,-1.653792706,0.830810357,,0.934067465,,,0.95149645,,,1.449803559,,1.028860897,
TRMT11,-1.702348336,,,,,,,,,,,,,-1.197540439,
TRMT112,,-1.310526007,-1.464532163,,-2.992559733,-1.508968508,-4.107875444,-2.040440575,-1.618831251,-1.97332381,-2.48865756,-1.491873639,-2.003041507,-1.629212844,
TRMT61B,,,,,,1.86939147,,,,,,,,,
TRNAU1AP,,,-3.679140069,,,,,,,,,,,,
TRPC4AP,,,,,2.402265834,,,2.73056144,1.931796931,1.909138966,2.493159046,,2.341602429,2.10830837,
TRPM2,,-3.318356512,,,,,,,,,,,,,
TRPM7,,,,,2.900761623,1.788434149,,2.498517156,2.128961521,2.582841382,2.56343985,2.284634491,2.291828919,2.038394797,
TRPS1,,,,,3.180246675,2.673147754,3.341328987,3.570871166,3.231934394,,3.170730076,2.905924127,3.953622971,2.78667757,
TRRAP,,,2.055098424,,,,,,1.566237469,,1.606297125,1.792731732,,1.820097279,
TSC22D1,,-2.819820797,,-1.105688315,,,,,,,,,,,
TSC22D2,,,,,3.801714438,1.946667394,,,2.970068974,3.222106558,3.188528248,2.853663213,2.296475201,3.158128468,
TSC22D3,,,,,,,2.896603763,2.802821669,1.823630072,,,,,1.689667999,
TSC22D4,-2.014150132,,-1.560334259,,,-2.032973219,,,-2.008737344,-1.803544566,-2.150716634,-2.095874979,-2.749784217,-1.476998166,
TSFM,,,,,,1.428675076,,,,,,,,,
TSG101,,,,,,,,,,,,,,1.716222377,
TSHZ1,,,,,,1.926463358,,,,,,,,,
TSHZ2,,,,-6.543479791,,,,,,,,,,,
TSHZ3,,-2.420613179,,,,,,,,,,,,,
TSN,,,,,,0.979374207,,,1.305625412,,,1.268203973,,,
